aX,aY,aZ,gX,gY,gZ
0.281,-0.053,-0.343,260.010,30.884,94.727

0.300,-0.008,-0.384,257.019,26.306,91.736

0.322,0.008,-0.407,253.235,23.132,87.036

0.340,0.023,-0.418,248.596,22.827,83.862

0.357,0.016,-0.415,244.568,23.865,81.238

0.362,0.026,-0.430,241.455,26.001,79.895

0.354,0.056,-0.439,238.708,26.367,77.820

0.353,0.092,-0.457,236.267,26.184,76.721

0.350,0.126,-0.469,233.948,25.330,77.026

0.338,0.176,-0.473,230.042,25.391,77.698

0.311,0.232,-0.470,226.196,25.574,79.346

0.295,0.298,-0.466,222.534,24.841,83.130

0.264,0.391,-0.473,218.689,23.437,87.891

0.233,0.518,-0.473,213.379,22.644,93.262

0.223,0.664,-0.475,206.482,23.376,99.487

0.188,0.826,-0.479,198.303,24.597,104.553

0.153,1.025,-0.475,187.805,26.917,104.553

0.130,1.278,-0.464,175.842,28.992,98.755

0.099,1.549,-0.461,165.527,28.625,87.036

0.063,1.822,-0.487,154.663,26.245,67.871

0.034,2.090,-0.557,142.090,20.386,42.908

0.017,2.307,-0.665,125.305,11.414,15.930

0.028,2.413,-0.813,102.234,2.380,-6.165

0.021,2.390,-0.947,68.237,-2.441,-19.348

-0.029,2.270,-0.930,22.034,2.258,-26.184

-0.097,2.138,-0.803,-29.663,13.733,-32.349

-0.122,1.950,-0.692,-73.730,15.747,-37.598

-0.138,1.718,-0.637,-104.980,6.042,-39.490

-0.106,1.453,-0.604,-129.089,-3.235,-38.574

-0.072,1.229,-0.544,-151.245,-6.775,-37.964

-0.047,1.035,-0.477,-169.678,-7.202,-38.879

-0.030,0.900,-0.442,-182.617,-10.437,-41.992

-0.023,0.804,-0.429,-190.063,-16.113,-44.800

-0.008,0.753,-0.429,-195.557,-21.545,-47.668

0.020,0.722,-0.442,-199.829,-26.184,-50.537

0.046,0.709,-0.459,-205.078,-31.311,-53.406

0.066,0.689,-0.468,-211.548,-36.194,-56.519

0.082,0.655,-0.468,-219.055,-39.856,-59.570

0.094,0.600,-0.444,-227.295,-43.030,-62.378

0.110,0.535,-0.414,-235.596,-44.739,-64.087

0.124,0.449,-0.372,-243.164,-46.509,-65.552

0.145,0.343,-0.322,-248.474,-47.546,-66.895

0.185,0.228,-0.287,-250.427,-48.279,-69.275

0.240,0.111,-0.259,-250.427,-50.476,-75.439

0.286,-0.025,-0.236,-248.352,-54.199,-85.449

0.308,-0.150,-0.244,-243.408,-57.617,-100.159

0.309,-0.272,-0.235,-236.694,-59.998,-118.408

0.286,-0.364,-0.227,-229.126,-61.279,-134.888

0.274,-0.418,-0.249,-221.436,-62.744,-148.254

0.266,-0.456,-0.285,-215.332,-66.895,-156.555

0.271,-0.477,-0.304,-212.830,-69.153,-159.546

0.294,-0.491,-0.312,-214.417,-68.970,-159.729

0.315,-0.517,-0.296,-219.666,-69.519,-160.400

0.324,-0.596,-0.231,-227.539,-69.092,-161.743

0.314,-0.694,-0.132,-235.840,-64.575,-162.720

0.277,-0.822,-0.038,-240.112,-59.204,-161.621

0.236,-0.961,0.049,-240.356,-54.565,-153.564

0.209,-1.069,0.131,-234.802,-46.936,-135.376

0.232,-1.111,0.148,-222.656,-37.598,-111.511

0.276,-1.143,0.105,-205.566,-34.973,-86.426

0.336,-1.127,0.062,-190.125,-37.048,-67.566

0.387,-1.067,0.009,-182.129,-43.701,-60.669

0.436,-1.045,-0.021,-178.833,-50.049,-60.425

0.471,-1.030,-0.056,-180.542,-52.246,-61.951

0.480,-1.026,-0.050,-188.965,-49.622,-66.711

0.466,-1.055,-0.009,-201.660,-46.082,-71.716

0.440,-1.080,0.062,-214.783,-41.443,-74.219

0.414,-1.108,0.144,-224.854,-35.645,-74.524

0.396,-1.141,0.217,-228.760,-31.067,-72.144

0.383,-1.194,0.281,-225.525,-27.527,-66.650

0.368,-1.252,0.359,-217.407,-22.461,-59.875

0.361,-1.297,0.416,-204.041,-15.991,-53.040

0.359,-1.311,0.426,-184.631,-11.230,-46.265

0.350,-1.307,0.406,-163.940,-10.620,-42.053

0.331,-1.282,0.366,-146.301,-13.000,-42.114

0.305,-1.244,0.317,-132.874,-17.090,-44.128

0.293,-1.206,0.267,-123.291,-20.081,-43.518

0.288,-1.164,0.232,-118.896,-21.484,-39.978

0.286,-1.126,0.218,-119.385,-21.545,-35.156

0.300,-1.094,0.220,-122.437,-21.057,-29.419

0.314,-1.066,0.229,-127.747,-21.057,-23.315

0.326,-1.039,0.241,-134.033,-22.644,-19.409

0.330,-1.011,0.257,-140.808,-25.330,-17.883

0.328,-0.988,0.282,-146.790,-27.771,-18.005

0.323,-0.981,0.309,-151.978,-29.846,-19.714

0.310,-0.982,0.345,-155.273,-32.410,-21.545

0.300,-0.977,0.386,-157.166,-33.752,-21.118

0.308,-0.986,0.420,-156.860,-32.349,-18.555

0.312,-0.972,0.463,-155.823,-31.555,-16.174

0.304,-0.966,0.499,-153.198,-32.837,-14.038

0.314,-0.977,0.531,-148.315,-33.203,-10.986



0.357,-1.228,1.171,-10.803,10.925,-9.338

0.362,-1.282,1.270,0.610,18.677,-9.399

0.367,-1.363,1.333,17.822,25.940,-9.216

0.365,-1.413,1.383,36.194,31.799,-9.399

0.359,-1.490,1.457,54.077,39.307,-10.315

0.326,-1.550,1.517,74.402,46.021,-10.254

0.291,-1.606,1.571,97.229,51.208,-8.545

0.253,-1.632,1.620,122.864,56.091,-3.113

0.218,-1.625,1.687,152.710,62.317,3.479

0.201,-1.632,1.726,189.514,68.848,11.414

0.176,-1.631,1.686,232.605,72.998,21.973

0.157,-1.598,1.572,274.658,73.364,34.302

0.151,-1.526,1.414,310.486,72.388,48.706

0.150,-1.415,1.266,336.121,72.205,59.875

0.146,-1.228,1.173,350.647,69.885,63.660

0.204,-1.114,1.004,362.915,62.927,61.157

0.249,-1.042,0.810,369.324,53.162,56.213

0.260,-0.961,0.682,360.291,49.072,49.316

0.253,-0.888,0.608,344.604,51.575,45.837

0.248,-0.854,0.546,331.116,56.641,50.964

0.222,-0.847,0.501,320.007,62.256,61.951

0.205,-0.821,0.473,311.523,68.359,73.914

0.195,-0.799,0.427,309.753,72.205,85.876

0.194,-0.769,0.375,312.378,71.716,96.497

0.199,-0.727,0.301,315.735,69.397,102.112

0.167,-0.618,0.250,318.726,63.354,102.783

0.152,-0.558,0.153,323.792,55.298,104.492

0.137,-0.482,0.076,323.242,47.852,107.971

0.108,-0.388,0.000,317.627,41.626,111.816

0.101,-0.298,-0.087,311.035,37.170,120.544

0.121,-0.240,-0.144,299.927,36.560,131.042

0.154,-0.209,-0.173,286.194,35.767,138.794

0.158,-0.174,-0.196,273.376,33.081,141.418

0.181,-0.157,-0.199,263.489,30.701,141.724

0.218,-0.147,-0.201,256.958,28.503,140.808

0.224,-0.135,-0.213,252.686,25.146,135.986

0.223,-0.096,-0.221,250.122,21.729,129.639

0.244,-0.064,-0.269,249.451,19.714,125.916

0.245,-0.039,-0.301,246.277,17.456,123.779

0.252,0.003,-0.320,240.662,17.334,122.620

0.265,0.035,-0.338,235.229,19.531,122.803

0.295,0.031,-0.370,231.567,20.508,123.352

0.298,0.051,-0.387,225.708,20.325,123.413

0.294,0.090,-0.400,220.093,20.264,121.765

0.347,0.103,-0.410,216.125,21.240,120.605

0.361,0.094,-0.408,212.158,19.714,118.896

0.352,0.085,-0.421,209.351,17.944,114.319

0.399,0.045,-0.433,205.750,17.700,111.755

0.405,0.003,-0.420,200.073,18.982,114.441

0.382,-0.001,-0.407,194.824,21.057,118.469

0.408,0.007,-0.412,191.650,23.254,123.535

0.424,0.021,-0.381,190.247,24.597,129.822

0.422,0.083,-0.373,190.430,25.879,132.263

0.404,0.182,-0.376,190.613,28.503,130.432

0.393,0.307,-0.380,189.880,32.227,129.150

0.331,0.448,-0.385,187.683,35.339,128.662

0.250,0.650,-0.389,183.594,40.649,127.319

0.187,0.845,-0.428,178.894,46.570,126.648

0.120,1.062,-0.440,170.654,50.781,124.451

0.057,1.337,-0.379,157.837,56.763,112.915

-0.007,1.658,-0.332,147.583,63.110,88.562

-0.099,1.995,-0.341,140.503,64.331,52.551

-0.210,2.328,-0.419,131.531,59.021,9.705

-0.287,2.574,-0.558,118.103,48.218,-29.968

-0.333,2.678,-0.748,97.046,32.104,-58.105

-0.377,2.604,-0.926,63.660,18.433,-68.237

-0.394,2.371,-0.963,15.747,15.015,-61.584

-0.356,2.086,-0.851,-39.368,18.677,-46.875

-0.322,1.706,-0.731,-85.754,13.428,-27.405

-0.265,1.348,-0.604,-119.873,3.479,-12.024

-0.198,1.052,-0.493,-142.944,-3.784,-5.249

-0.115,0.808,-0.420,-152.527,-11.292,-4.150

-0.046,0.645,-0.418,-150.330,-19.775,-7.996

-0.001,0.577,-0.449,-142.944,-29.663,-19.043

0.034,0.586,-0.492,-134.583,-37.903,-32.104

0.074,0.621,-0.548,-128.235,-43.823,-44.250

0.092,0.667,-0.594,-127.258,-47.241,-53.589

0.095,0.708,-0.604,-131.958,-47.302,-60.547

0.105,0.720,-0.598,-139.587,-47.791,-64.209

0.128,0.706,-0.569,-148.376,-49.622,-64.209

0.164,0.682,-0.521,-156.677,-50.720,-62.500

0.228,0.641,-0.514,-161.743,-52.368,-61.218

0.285,0.587,-0.525,-165.222,-53.955,-62.683

0.347,0.542,-0.525,-171.265,-52.795,-70.618

0.385,0.491,-0.500,-178.284,-50.598,-84.351

0.395,0.417,-0.490,-182.800,-48.706,-101.379

0.394,0.320,-0.479,-186.707,-46.753,-119.568

0.370,0.224,-0.462,-191.956,-44.067,-136.902

0.331,0.134,-0.430,-197.876,-40.466,-152.161

0.292,-0.020,-0.388,-202.087,-37.720,-162.292

0.253,-0.171,-0.347,-205.566,-35.706,-164.795

0.222,-0.301,-0.293,-208.252,-33.875,-160.583

0.219,-0.389,-0.275,-206.360,-31.372,-149.475

0.230,-0.438,-0.296,-200.378,-31.616,-135.437

0.257,-0.450,-0.342,-194.946,-35.339,-124.207

0.296,-0.448,-0.391,-192.017,-39.795,-117.188

0.318,-0.440,-0.425,-193.726,-42.908,-115.295

0.323,-0.445,-0.435,-199.890,-45.349,-115.662

0.319,-0.496,-0.401,-209.290,-46.387,-114.380

0.313,-0.579,-0.319,-219.971,-45.654,-109.070

0.317,-0.660,-0.225,-227.844,-44.250,-98.877

0.320,-0.766,-0.127,-229.614,-44.617,-84.839

0.329,-0.838,-0.058,-224.182,-43.457,-67.078

0.376,-0.874,-0.041,-211.487,-41.321,-49.011

0.428,-0.873,-0.051,-197.449,-40.894,-34.424

0.476,-0.864,-0.104,-184.265,-44.128,-28.870

0.508,-0.829,-0.149,-177.673,-48.401,-32.410

0.523,-0.813,-0.170,-176.086,-52.612,-40.466

0.559,-0.789,-0.177,-182.800,-53.833,-45.959

0.579,-0.774,-0.162,-189.392,-53.040,-50.476

0.598,-0.758,-0.144,-198.730,-52.490,-55.847

0.609,-0.770,-0.092,-207.825,-51.208,-63.171

0.594,-0.834,0.019,-215.881,-49.255,-71.472

0.580,-0.938,0.139,-216.492,-43.579,-78.308

0.555,-1.046,0.250,-207.703,-38.452,-83.374

0.527,-1.136,0.307,-190.552,-35.217,-85.999

0.503,-1.175,0.286,-168.274,-33.752,-85.815

0.482,-1.160,0.235,-148.621,-32.715,-82.764

0.469,-1.135,0.185,-136.169,-29.907,-77.576



0.506,-1.625,0.755,-82.275,-0.854,43.640

0.594,-1.688,0.852,-61.768,4.761,49.500

0.667,-1.730,0.890,-32.776,9.521,49.988

0.697,-1.732,0.875,-2.258,12.390,44.312

0.694,-1.689,0.826,25.208,12.451,34.973

0.677,-1.626,0.765,47.974,10.315,25.391

0.667,-1.579,0.716,63.660,7.996,17.578

0.652,-1.566,0.686,73.120,8.545,12.512

0.639,-1.566,0.689,80.139,13.062,10.742

0.634,-1.585,0.730,86.792,18.799,10.559

0.625,-1.625,0.788,94.177,24.170,9.155

0.596,-1.676,0.835,105.896,28.809,5.798

0.566,-1.727,0.891,121.643,32.959,2.686

0.539,-1.775,0.961,137.268,36.682,0.305

0.486,-1.823,1.028,156.006,40.771,-0.793

0.443,-1.850,1.082,181.091,46.204,0.427

0.387,-1.844,1.105,208.679,49.805,5.249

0.326,-1.821,1.119,235.107,50.842,12.573

0.293,-1.809,1.106,262.573,51.636,22.644

0.260,-1.791,1.093,287.659,51.331,35.583

0.222,-1.725,1.068,310.120,53.101,49.011

0.215,-1.614,0.983,333.862,53.284,64.087

0.205,-1.459,0.869,356.628,51.697,77.271

0.197,-1.280,0.720,373.047,48.462,84.473

0.163,-1.102,0.553,383.545,42.419,88.684

0.121,-0.930,0.417,384.766,38.513,95.398

0.098,-0.776,0.331,375.916,39.307,107.971

0.073,-0.626,0.252,363.342,41.504,124.451

0.069,-0.488,0.200,349.609,44.434,143.127

0.098,-0.384,0.171,335.449,48.401,162.354

0.109,-0.278,0.152,322.693,51.086,175.049

0.109,-0.152,0.119,313.354,51.575,180.359

0.111,-0.036,0.064,307.251,49.072,181.824

0.111,0.057,0.016,299.866,45.898,180.115

0.101,0.155,-0.013,290.833,42.969,176.514

0.089,0.256,-0.055,282.532,40.771,173.096

0.079,0.354,-0.108,274.231,39.734,170.471

0.082,0.434,-0.158,264.099,41.382,168.884

0.097,0.487,-0.190,253.174,43.030,166.138

0.110,0.517,-0.215,242.432,42.236,158.936

0.110,0.547,-0.223,232.178,39.795,148.499

0.113,0.565,-0.245,223.389,36.804,138.306

0.122,0.579,-0.283,216.003,34.424,129.272

0.131,0.590,-0.321,207.825,32.349,120.483

0.130,0.610,-0.369,199.036,30.090,111.633

0.139,0.623,-0.418,190.491,26.550,103.333

0.159,0.602,-0.470,181.274,23.315,97.412

0.165,0.594,-0.501,171.021,21.423,93.689

0.166,0.601,-0.515,160.950,19.592,91.736

0.193,0.600,-0.548,152.588,17.090,90.881

0.227,0.598,-0.577,144.958,14.709,90.271

0.264,0.598,-0.590,136.597,13.855,88.867

0.297,0.592,-0.601,128.662,13.672,85.815

0.316,0.576,-0.607,122.375,13.550,81.482

0.329,0.562,-0.605,116.577,14.221,76.538

0.323,0.559,-0.613,112.000,15.137,71.960

0.337,0.532,-0.621,108.032,15.503,68.115

0.334,0.527,-0.630,104.431,15.259,66.284

0.326,0.543,-0.635,101.257,13.733,64.209

0.355,0.547,-0.639,97.778,12.695,63.477

0.382,0.539,-0.639,94.299,13.489,63.477

0.398,0.555,-0.626,90.942,14.832,61.768

0.431,0.570,-0.636,89.233,15.686,58.350

0.450,0.564,-0.653,87.708,17.029,54.138

0.433,0.580,-0.655,85.388,20.203,50.659

0.410,0.620,-0.644,82.153,23.560,46.753

0.359,0.681,-0.620,79.956,25.574,42.847

0.313,0.769,-0.590,78.979,27.893,38.818

0.263,0.877,-0.589,79.407,28.259,33.386

0.224,0.986,-0.607,78.186,27.893,26.062

0.181,1.103,-0.608,73.486,28.442,17.029

0.128,1.217,-0.620,67.383,26.550,7.568

0.087,1.330,-0.646,59.692,23.865,-0.732

0.072,1.406,-0.683,49.744,19.897,-6.226

0.074,1.474,-0.723,36.438,15.808,-9.705

0.074,1.502,-0.738,19.287,14.587,-12.085

0.048,1.512,-0.696,-1.038,16.724,-15.198

0.023,1.507,-0.618,-21.423,19.043,-22.217

-0.011,1.506,-0.557,-38.086,16.846,-32.959

-0.037,1.516,-0.545,-51.514,12.573,-46.936

-0.035,1.516,-0.583,-63.293,6.226,-61.218

-0.008,1.488,-0.636,-76.660,-0.671,-72.693

0.039,1.421,-0.665,-94.116,-4.150,-80.505

0.075,1.353,-0.635,-115.540,-3.723,-86.365

0.090,1.297,-0.575,-137.573,-1.404,-93.567

0.085,1.241,-0.544,-156.372,-0.488,-102.539

0.058,1.204,-0.521,-173.340,-0.122,-113.464

0.005,1.160,-0.485,-188.599,-1.099,-122.986

-0.045,1.100,-0.462,-200.745,-2.319,-127.869

-0.092,1.011,-0.443,-210.815,-5.005,-128.418

-0.126,0.929,-0.436,-219.788,-9.460,-124.146

-0.137,0.853,-0.430,-229.980,-15.198,-114.868

-0.124,0.774,-0.432,-240.051,-21.423,-102.112

-0.099,0.676,-0.426,-250.305,-27.649,-88.562

-0.060,0.554,-0.401,-260.498,-32.654,-76.843

-0.012,0.401,-0.366,-269.348,-37.598,-67.749

0.029,0.245,-0.297,-276.794,-43.152,-61.340

0.092,0.052,-0.225,-279.175,-47.607,-58.899

0.126,-0.134,-0.172,-274.780,-52.002,-60.120

0.151,-0.280,-0.141,-265.076,-57.373,-65.002

0.172,-0.378,-0.125,-249.756,-65.491,-72.815

0.199,-0.442,-0.136,-229.797,-72.632,-81.055

0.221,-0.462,-0.194,-210.571,-82.031,-89.417

0.249,-0.478,-0.260,-197.815,-92.834,-95.947

0.292,-0.486,-0.273,-194.641,-97.412,-97.168

0.346,-0.497,-0.256,-198.181,-97.717,-96.558

0.398,-0.530,-0.217,-204.651,-97.961,-96.436

0.453,-0.575,-0.170,-212.402,-96.558,-98.083

0.477,-0.661,-0.106,-219.910,-94.604,-101.807

0.492,-0.735,-0.029,-224.792,-90.332,-105.774

0.500,-0.810,0.024,-224.182,-86.060,-108.215

0.497,-0.864,0.067,-219.788,-84.229,-108.154

0.504,-0.898,0.105,-211.975,-83.191,-106.079

0.529,-0.947,0.104,-202.026,-83.496,-103.821

0.565,-0.958,0.077,-194.214,-83.862,-100.403

0.584,-1.004,0.075,-188.843,-82.336,-98.450

0.614,-1.004,0.071,-193.176,-79.468,-96.558

0.639,-1.011,0.080,-194.458,-74.646,-95.520

0.651,-1.026,0.088,-196.716,-70.129,-96.741



0.427,-1.149,1.260,-77.271,-15.808,3.357

0.467,-1.244,1.401,-71.960,-14.038,1.770

0.528,-1.387,1.579,-61.401,-7.141,-0.427

0.588,-1.510,1.736,-41.321,4.456,-1.892

0.603,-1.626,1.867,-10.254,19.287,-3.052

0.596,-1.685,1.929,31.006,37.170,-2.319

0.537,-1.675,1.983,72.388,51.392,2.014

0.499,-1.641,2.054,108.215,63.965,8.240

0.500,-1.646,2.073,142.578,77.454,15.930

0.487,-1.651,2.060,177.917,88.379,23.743

0.471,-1.647,2.054,211.243,100.952,31.555

0.445,-1.645,2.053,243.286,116.882,43.518

0.423,-1.662,2.047,274.414,133.789,58.594

0.383,-1.693,2.080,304.321,147.583,72.754

0.346,-1.728,2.091,337.341,158.264,85.388

0.319,-1.662,2.038,374.939,164.673,95.154

0.284,-1.469,1.951,412.598,163.513,98.572

0.275,-1.220,1.800,445.801,155.945,95.520

0.236,-0.980,1.583,471.924,144.287,89.294

0.190,-0.723,1.316,489.990,132.568,84.961

0.151,-0.501,1.040,497.620,125.854,86.609

0.102,-0.302,0.791,495.239,122.375,94.971

0.082,-0.130,0.534,484.680,122.070,106.689

0.035,-0.015,0.340,464.172,122.070,119.019

0.023,0.067,0.209,435.486,121.887,130.127

0.016,0.094,0.125,404.358,119.812,137.878

0.008,0.092,0.090,375.183,113.647,140.381

-0.003,0.104,0.052,352.051,106.323,138.245

-0.016,0.134,0.012,334.351,98.267,134.277

-0.034,0.132,-0.021,319.702,90.576,130.371

-0.046,0.119,-0.051,308.105,84.839,127.441

-0.065,0.121,-0.083,296.692,77.881,124.329

-0.086,0.138,-0.119,286.499,69.092,121.948

-0.083,0.160,-0.172,277.954,60.791,122.131

-0.071,0.181,-0.238,270.508,51.636,122.742

-0.050,0.210,-0.301,262.756,42.358,122.620

-0.008,0.245,-0.358,254.089,34.912,123.047

0.036,0.250,-0.389,244.507,28.809,123.535

0.094,0.219,-0.396,235.229,26.672,123.535

0.145,0.170,-0.401,226.746,27.039,122.864

0.173,0.143,-0.387,218.750,25.452,119.873

0.191,0.151,-0.375,214.050,23.682,114.563

0.195,0.193,-0.393,212.891,20.996,109.314

0.201,0.242,-0.436,213.196,17.334,105.103

0.222,0.273,-0.465,211.060,15.259,103.455

0.246,0.312,-0.486,206.665,14.038,103.271

0.290,0.323,-0.501,202.393,11.047,102.295

0.339,0.322,-0.497,197.083,10.254,100.708

0.374,0.341,-0.491,190.979,11.169,96.436

0.401,0.310,-0.483,186.646,12.329,92.041

0.408,0.300,-0.472,182.678,15.381,89.844

0.387,0.331,-0.460,178.711,18.250,88.318

0.387,0.357,-0.449,176.514,19.409,87.769

0.390,0.385,-0.475,176.086,19.531,87.219

0.371,0.445,-0.501,174.377,17.883,85.693

0.362,0.544,-0.517,168.518,17.395,82.703

0.335,0.610,-0.545,161.560,18.127,81.482

0.295,0.666,-0.547,151.917,19.226,80.261

0.252,0.735,-0.524,140.442,22.400,79.224

0.256,0.794,-0.474,128.296,26.367,76.904

0.201,0.864,-0.403,118.774,28.198,73.730

0.162,0.955,-0.348,112.793,31.921,66.711

0.108,1.089,-0.279,109.802,32.532,57.434

0.069,1.283,-0.279,109.009,30.579,44.312

0.043,1.499,-0.328,107.483,25.757,28.198

0.033,1.737,-0.397,100.220,20.447,11.902

0.035,1.950,-0.477,86.304,17.456,-3.357

0.033,2.112,-0.551,65.063,16.418,-17.212

0.046,2.181,-0.589,37.720,16.602,-29.419

0.024,2.182,-0.567,5.859,18.311,-39.001

0.001,2.135,-0.498,-28.992,24.048,-48.767

-0.027,2.066,-0.419,-63.782,28.870,-60.059

-0.032,1.963,-0.388,-94.177,28.076,-71.533

-0.009,1.818,-0.396,-119.751,23.926,-81.848

0.016,1.676,-0.365,-142.273,19.836,-89.294

0.032,1.478,-0.365,-160.400,17.029,-93.201

0.033,1.300,-0.358,-176.147,16.296,-97.290

0.023,1.152,-0.330,-193.298,16.357,-102.661

0.005,1.029,-0.284,-209.839,16.235,-107.605

-0.031,0.935,-0.252,-223.694,15.076,-110.474

-0.065,0.864,-0.239,-233.643,12.390,-109.741

-0.096,0.801,-0.243,-239.441,8.179,-104.797

-0.110,0.731,-0.261,-242.249,1.587,-96.558

-0.105,0.655,-0.281,-243.774,-6.592,-87.524

-0.086,0.571,-0.284,-245.605,-14.526,-78.003

-0.048,0.476,-0.276,-246.704,-20.752,-68.787

-0.001,0.393,-0.252,-246.582,-27.588,-63.721

0.054,0.312,-0.251,-243.286,-36.682,-65.491

0.099,0.238,-0.272,-238.464,-46.570,-72.327

0.146,0.183,-0.288,-235.229,-52.917,-83.191

0.189,0.144,-0.309,-234.802,-55.054,-96.558

0.220,0.084,-0.319,-237.000,-55.847,-110.718

0.245,-0.003,-0.318,-241.272,-56.702,-124.878

0.237,-0.148,-0.271,-248.047,-56.946,-138.733

0.189,-0.304,-0.172,-255.981,-52.429,-147.888

0.150,-0.439,-0.082,-258.789,-45.898,-150.452

0.120,-0.529,-0.042,-254.395,-46.204,-146.423

0.130,-0.568,-0.054,-245.972,-53.162,-139.099

0.171,-0.591,-0.078,-239.136,-62.317,-130.066

0.243,-0.570,-0.098,-236.633,-69.092,-122.192

0.346,-0.571,-0.102,-239.075,-73.608,-114.807

0.439,-0.601,-0.065,-246.582,-75.195,-110.962

0.505,-0.693,0.038,-256.470,-72.144,-113.831

0.517,-0.835,0.163,-263.489,-66.467,-122.375

0.506,-1.045,0.286,-263.245,-59.143,-128.784

0.460,-1.232,0.440,-256.226,-46.570,-127.502

0.400,-1.326,0.500,-237.244,-30.640,-116.760

0.353,-1.338,0.433,-208.984,-24.170,-100.037

0.345,-1.267,0.310,-180.176,-27.649,-82.520

0.367,-1.154,0.154,-160.706,-34.363,-68.054

0.410,-1.075,0.072,-153.442,-37.231,-58.105

0.464,-1.064,0.013,-153.076,-37.964,-53.101

0.503,-1.097,0.019,-159.058,-35.828,-55.725

0.493,-1.186,0.080,-168.335,-33.081,-66.711

0.442,-1.310,0.189,-174.255,-28.503,-78.125

0.382,-1.430,0.296,-171.997,-21.667,-85.510

0.310,-1.509,0.357,-159.485,-17.212,-85.571

0.271,-1.517,0.350,-139.648,-14.832,-77.209

0.261,-1.448,0.269,-118.225,-17.456,-64.331



0.532,-1.647,0.546,52.795,39.917,61.707

0.567,-1.713,0.560,67.078,44.983,70.862

0.584,-1.731,0.531,81.604,48.584,80.200

0.648,-1.814,0.596,97.656,51.636,85.388

0.691,-1.778,0.584,114.929,57.068,84.778

0.693,-1.786,0.577,134.033,56.396,73.730

0.682,-1.787,0.551,152.588,55.420,64.758

0.663,-1.741,0.539,169.373,58.777,58.655

0.641,-1.710,0.523,185.181,64.880,57.739

0.596,-1.683,0.499,199.829,68.726,60.425

0.566,-1.645,0.486,212.097,70.374,63.721

0.558,-1.613,0.459,224.243,70.740,68.176

0.545,-1.568,0.420,236.328,70.923,73.792

0.557,-1.527,0.403,245.850,72.021,79.102

0.576,-1.494,0.399,255.554,74.280,83.069

0.561,-1.436,0.369,265.808,76.416,83.557

0.507,-1.359,0.318,275.391,78.003,82.642

0.468,-1.255,0.266,282.898,77.942,84.656

0.435,-1.161,0.228,288.513,77.576,88.623

0.380,-1.061,0.188,291.626,77.515,93.201

0.311,-0.927,0.165,293.091,76.111,99.731

0.257,-0.791,0.122,294.922,73.547,109.985

0.224,-0.679,0.079,295.349,71.167,122.620

0.179,-0.555,0.075,292.053,69.641,134.521

0.152,-0.454,0.066,289.734,66.833,143.677

0.145,-0.368,0.052,289.368,62.378,150.696

0.122,-0.258,0.047,287.598,58.044,153.076

0.087,-0.141,0.014,287.170,53.528,152.039

0.051,-0.042,-0.027,286.438,47.791,150.574

0.017,0.067,-0.062,282.043,42.297,149.597

-0.013,0.160,-0.099,276.245,37.415,149.536

-0.021,0.229,-0.125,268.188,33.264,151.123

-0.023,0.284,-0.145,259.338,30.762,152.466

-0.028,0.336,-0.150,250.427,28.870,151.672

-0.038,0.378,-0.154,243.347,24.841,150.024

-0.021,0.425,-0.181,238.586,20.508,147.827

0.001,0.485,-0.203,232.910,15.991,143.555

0.023,0.523,-0.223,225.830,12.817,137.085

0.035,0.557,-0.240,218.872,11.169,129.333

0.039,0.578,-0.256,211.243,9.094,120.789

0.051,0.592,-0.271,203.430,8.057,112.732

0.055,0.613,-0.294,195.740,7.446,105.530

0.068,0.632,-0.321,187.927,4.517,99.731

0.080,0.668,-0.338,179.138,1.953,95.093

0.104,0.699,-0.370,170.471,-0.366,90.942

0.138,0.713,-0.381,160.645,-1.038,88.013

0.175,0.695,-0.393,151.245,-0.854,85.876

0.198,0.674,-0.407,143.494,-1.648,83.008

0.234,0.637,-0.413,136.353,-1.526,79.529

0.254,0.607,-0.418,131.165,-0.183,76.782

0.270,0.609,-0.449,127.686,0.549,73.120

0.296,0.600,-0.489,124.146,-0.732,70.129

0.306,0.594,-0.520,118.347,-0.977,68.665

0.293,0.612,-0.539,110.657,0.122,68.726

0.288,0.660,-0.558,101.685,2.380,68.726

0.301,0.705,-0.557,91.492,3.906,69.153

0.314,0.739,-0.516,81.787,5.920,69.824

0.317,0.816,-0.448,72.876,11.353,66.040

0.293,0.982,-0.389,66.101,16.968,54.443

